,greatersydney,rings,lga,dwellingtype,bedrooms,wrent_median,new_bonds_no,total_bonds_held,date
42613,Greater Sydney,Inner Ring,Sydney,Flat/Unit,1 Bedroom,580.0,2366,17398,2018-06-30
42614,Greater Sydney,Inner Ring,Sydney,Flat/Unit,Not Specified,580.0,137,2955,2018-06-30
42615,Greater Sydney,Inner Ring,Sydney,Flat/Unit,2 Bedrooms,790.0,1552,14460,2018-06-30
42616,Greater Sydney,Inner Ring,Sydney,Flat/Unit,3 Bedrooms,1100.0,251,2168,2018-06-30
42617,Greater Sydney,Inner Ring,Sydney,Flat/Unit,4 or more Bedrooms,1175.0,s,143,2018-06-30
42625,Greater Sydney,Inner Ring,Waverley,House,Total,1200.0,126,943,2018-06-30
42626,Greater Sydney,Inner Ring,Waverley,House,Bedsitter,,,s,2018-06-30
42627,Greater Sydney,Inner Ring,Waverley,House,1 Bedroom,600.0,s,64,2018-06-30
42628,Greater Sydney,Inner Ring,Waverley,House,Not Specified,,,78,2018-06-30
42629,Greater Sydney,Inner Ring,Waverley,House,2 Bedrooms,850.0,s,198,2018-06-30
42630,Greater Sydney,Inner Ring,Waverley,House,3 Bedrooms,1287.5,46,320,2018-06-30
42631,Greater Sydney,Inner Ring,Waverley,House,4 or more Bedrooms,1800.0,31,270,2018-06-30
42632,Greater Sydney,Inner Ring,Waverley,Other,Total,692.5,42,1685,2018-06-30
42633,Greater Sydney,Inner Ring,Waverley,Other,Bedsitter,,,156,2018-06-30
42634,Greater Sydney,Inner Ring,Waverley,Other,1 Bedroom,,,234,2018-06-30
42635,Greater Sydney,Inner Ring,Waverley,Other,Not Specified,762.5,s,636,2018-06-30
42636,Greater Sydney,Inner Ring,Waverley,Other,2 Bedrooms,,,496,2018-06-30
42637,Greater Sydney,Inner Ring,Waverley,Other,3 Bedrooms,,,130,2018-06-30
42638,Greater Sydney,Inner Ring,Waverley,Other,4 or more Bedrooms,,,33,2018-06-30
42639,Greater Sydney,Inner Ring,Waverley,Townhouse,Total,1175.0,59,624,2018-06-30
42640,Greater Sydney,Inner Ring,Waverley,Townhouse,Bedsitter,,,,2018-06-30
42641,Greater Sydney,Inner Ring,Waverley,Townhouse,1 Bedroom,,,s,2018-06-30
42642,Greater Sydney,Inner Ring,Waverley,Townhouse,Not Specified,,,s,2018-06-30
42643,Greater Sydney,Inner Ring,Waverley,Townhouse,2 Bedrooms,975.0,s,220,2018-06-30
42644,Greater Sydney,Inner Ring,Waverley,Townhouse,3 Bedrooms,1200.0,31,262,2018-06-30
42645,Greater Sydney,Inner Ring,Waverley,Townhouse,4 or more Bedrooms,,,91,2018-06-30
42646,Greater Sydney,Inner Ring,Waverley,Flat/Unit,Total,700.0,1013,10099,2018-06-30
42647,Greater Sydney,Inner Ring,Waverley,Flat/Unit,Bedsitter,440.0,47,389,2018-06-30
42648,Greater Sydney,Inner Ring,Waverley,Flat/Unit,1 Bedroom,580.0,318,2639,2018-06-30
42649,Greater Sydney,Inner Ring,Waverley,Flat/Unit,Not Specified,622.5,s,738,2018-06-30
42650,Greater Sydney,Inner Ring,Waverley,Flat/Unit,2 Bedrooms,760.0,522,5365,2018-06-30
42651,Greater Sydney,Inner Ring,Waverley,Flat/Unit,3 Bedrooms,1030.0,87,887,2018-06-30
42652,Greater Sydney,Inner Ring,Waverley,Flat/Unit,4 or more Bedrooms,,,81,2018-06-30
42660,Greater Sydney,Inner Ring,Woollahra,House,Total,1250.0,91,794,2018-06-30
42661,Greater Sydney,Inner Ring,Woollahra,House,Bedsitter,,,,2018-06-30
42662,Greater Sydney,Inner Ring,Woollahra,House,1 Bedroom,,,s,2018-06-30
42663,Greater Sydney,Inner Ring,Woollahra,House,Not Specified,,,59,2018-06-30
42664,Greater Sydney,Inner Ring,Woollahra,House,2 Bedrooms,900.0,s,160,2018-06-30
42665,Greater Sydney,Inner Ring,Woollahra,House,3 Bedrooms,1262.5,s,265,2018-06-30
42666,Greater Sydney,Inner Ring,Woollahra,House,4 or more Bedrooms,2500.0,s,284,2018-06-30
42667,Greater Sydney,Inner Ring,Woollahra,Other,Total,910.0,50,1261,2018-06-30
42668,Greater Sydney,Inner Ring,Woollahra,Other,Bedsitter,,,56,2018-06-30
42669,Greater Sydney,Inner Ring,Woollahra,Other,1 Bedroom,,,158,2018-06-30
42670,Greater Sydney,Inner Ring,Woollahra,Other,Not Specified,913.15,s,476,2018-06-30
42671,Greater Sydney,Inner Ring,Woollahra,Other,2 Bedrooms,795.0,s,372,2018-06-30
42672,Greater Sydney,Inner Ring,Woollahra,Other,3 Bedrooms,,,141,2018-06-30
42673,Greater Sydney,Inner Ring,Woollahra,Other,4 or more Bedrooms,,,58,2018-06-30
42674,Greater Sydney,Inner Ring,Woollahra,Townhouse,Total,1140.0,56,781,2018-06-30
42675,Greater Sydney,Inner Ring,Woollahra,Townhouse,Bedsitter,,,,2018-06-30
42676,Greater Sydney,Inner Ring,Woollahra,Townhouse,1 Bedroom,,,35,2018-06-30
42677,Greater Sydney,Inner Ring,Woollahra,Townhouse,Not Specified,,,40,2018-06-30
42678,Greater Sydney,Inner Ring,Woollahra,Townhouse,2 Bedrooms,950.0,s,225,2018-06-30
42679,Greater Sydney,Inner Ring,Woollahra,Townhouse,3 Bedrooms,1350.0,s,387,2018-06-30
42680,Greater Sydney,Inner Ring,Woollahra,Townhouse,4 or more Bedrooms,,,94,2018-06-30
42681,Greater Sydney,Inner Ring,Woollahra,Flat/Unit,Total,690.0,519,5557,2018-06-30
42682,Greater Sydney,Inner Ring,Woollahra,Flat/Unit,Bedsitter,360.0,s,223,2018-06-30
42683,Greater Sydney,Inner Ring,Woollahra,Flat/Unit,1 Bedroom,550.0,171,1344,2018-06-30
42684,Greater Sydney,Inner Ring,Woollahra,Flat/Unit,Not Specified,710.0,s,415,2018-06-30
42685,Greater Sydney,Inner Ring,Woollahra,Flat/Unit,2 Bedrooms,730.0,232,2738,2018-06-30
42686,Greater Sydney,Inner Ring,Woollahra,Flat/Unit,3 Bedrooms,1240.0,70,755,2018-06-30
42687,Greater Sydney,Inner Ring,Woollahra,Flat/Unit,4 or more Bedrooms,,,82,2018-06-30
42730,Greater Sydney,Middle Ring,Bayside,House,Total,680.0,291,3100,2018-06-30
42731,Greater Sydney,Middle Ring,Bayside,House,Bedsitter,,,,2018-06-30
42732,Greater Sydney,Middle Ring,Bayside,House,1 Bedroom,507.5,s,71,2018-06-30
42733,Greater Sydney,Middle Ring,Bayside,House,Not Specified,,,137,2018-06-30
42734,Greater Sydney,Middle Ring,Bayside,House,2 Bedrooms,575.0,51,694,2018-06-30
42735,Greater Sydney,Middle Ring,Bayside,House,3 Bedrooms,660.0,137,1561,2018-06-30
42736,Greater Sydney,Middle Ring,Bayside,House,4 or more Bedrooms,850.0,82,632,2018-06-30
42737,Greater Sydney,Middle Ring,Bayside,Other,Total,537.5,92,2360,2018-06-30
42738,Greater Sydney,Middle Ring,Bayside,Other,Bedsitter,,,40,2018-06-30
42739,Greater Sydney,Middle Ring,Bayside,Other,1 Bedroom,347.5,s,196,2018-06-30
42740,Greater Sydney,Middle Ring,Bayside,Other,Not Specified,512.5,s,865,2018-06-30
42741,Greater Sydney,Middle Ring,Bayside,Other,2 Bedrooms,550.0,34,848,2018-06-30
42742,Greater Sydney,Middle Ring,Bayside,Other,3 Bedrooms,672.5,s,343,2018-06-30
42743,Greater Sydney,Middle Ring,Bayside,Other,4 or more Bedrooms,,,68,2018-06-30
42744,Greater Sydney,Middle Ring,Bayside,Townhouse,Total,665.0,100,1176,2018-06-30
42745,Greater Sydney,Middle Ring,Bayside,Townhouse,1 Bedroom,500.0,s,123,2018-06-30
42746,Greater Sydney,Middle Ring,Bayside,Townhouse,Not Specified,,,43,2018-06-30
42747,Greater Sydney,Middle Ring,Bayside,Townhouse,2 Bedrooms,600.0,33,434,2018-06-30
42748,Greater Sydney,Middle Ring,Bayside,Townhouse,3 Bedrooms,725.0,43,483,2018-06-30
42749,Greater Sydney,Middle Ring,Bayside,Townhouse,4 or more Bedrooms,,,93,2018-06-30
42750,Greater Sydney,Middle Ring,Bayside,Flat/Unit,Total,565.0,1487,14397,2018-06-30
42751,Greater Sydney,Middle Ring,Bayside,Flat/Unit,Bedsitter,,,44,2018-06-30
42752,Greater Sydney,Middle Ring,Bayside,Flat/Unit,1 Bedroom,540.0,378,2774,2018-06-30
42753,Greater Sydney,Middle Ring,Bayside,Flat/Unit,Not Specified,490.0,33,578,2018-06-30
42754,Greater Sydney,Middle Ring,Bayside,Flat/Unit,2 Bedrooms,570.0,909,9625,2018-06-30
42755,Greater Sydney,Middle Ring,Bayside,Flat/Unit,3 Bedrooms,765.0,158,1335,2018-06-30
42756,Greater Sydney,Middle Ring,Bayside,Flat/Unit,4 or more Bedrooms,,,41,2018-06-30
42764,Greater Sydney,Middle Ring,Burwood,House,Total,650.0,51,564,2018-06-30
42765,Greater Sydney,Middle Ring,Burwood,House,Bedsitter,,,,2018-06-30
42766,Greater Sydney,Middle Ring,Burwood,House,1 Bedroom,,,s,2018-06-30
42767,Greater Sydney,Middle Ring,Burwood,House,Not Specified,,,47,2018-06-30
42768,Greater Sydney,Middle Ring,Burwood,House,2 Bedrooms,,,86,2018-06-30
42769,Greater Sydney,Middle Ring,Burwood,House,3 Bedrooms,685.0,s,228,2018-06-30
42770,Greater Sydney,Middle Ring,Burwood,House,4 or more Bedrooms,850.0,s,187,2018-06-30
42771,Greater Sydney,Middle Ring,Burwood,Other,Total,510.0,47,901,2018-06-30
42772,Greater Sydney,Middle Ring,Burwood,Other,Bedsitter,,,,2018-06-30
42773,Greater Sydney,Middle Ring,Burwood,Other,1 Bedroom,,,90,2018-06-30
42774,Greater Sydney,Middle Ring,Burwood,Other,Not Specified,600.0,s,565,2018-06-30
42775,Greater Sydney,Middle Ring,Burwood,Other,2 Bedrooms,560.0,s,163,2018-06-30
42776,Greater Sydney,Middle Ring,Burwood,Other,3 Bedrooms,,,56,2018-06-30
42777,Greater Sydney,Middle Ring,Burwood,Other,4 or more Bedrooms,,,s,2018-06-30
42778,Greater Sydney,Middle Ring,Burwood,Townhouse,Total,790.0,s,211,2018-06-30
42779,Greater Sydney,Middle Ring,Burwood,Townhouse,1 Bedroom,,,,2018-06-30
42780,Greater Sydney,Middle Ring,Burwood,Townhouse,Not Specified,,,,2018-06-30
42781,Greater Sydney,Middle Ring,Burwood,Townhouse,2 Bedrooms,,,87,2018-06-30
42782,Greater Sydney,Middle Ring,Burwood,Townhouse,3 Bedrooms,820.0,s,87,2018-06-30
42783,Greater Sydney,Middle Ring,Burwood,Townhouse,4 or more Bedrooms,,,s,2018-06-30
42784,Greater Sydney,Middle Ring,Burwood,Flat/Unit,Total,550.0,297,2674,2018-06-30
42785,Greater Sydney,Middle Ring,Burwood,Flat/Unit,Bedsitter,240.0,44,125,2018-06-30
42786,Greater Sydney,Middle Ring,Burwood,Flat/Unit,1 Bedroom,495.0,54,449,2018-06-30
42787,Greater Sydney,Middle Ring,Burwood,Flat/Unit,Not Specified,570.0,s,163,2018-06-30
42788,Greater Sydney,Middle Ring,Burwood,Flat/Unit,2 Bedrooms,580.0,162,1649,2018-06-30
42789,Greater Sydney,Middle Ring,Burwood,Flat/Unit,3 Bedrooms,750.0,s,272,2018-06-30
42790,Greater Sydney,Middle Ring,Burwood,Flat/Unit,4 or more Bedrooms,,,s,2018-06-30
42798,Greater Sydney,Middle Ring,Canada Bay,House,Total,777.5,190,1569,2018-06-30
42799,Greater Sydney,Middle Ring,Canada Bay,House,Bedsitter,,,,2018-06-30
42800,Greater Sydney,Middle Ring,Canada Bay,House,1 Bedroom,,,s,2018-06-30
42801,Greater Sydney,Middle Ring,Canada Bay,House,Not Specified,,,85,2018-06-30
42802,Greater Sydney,Middle Ring,Canada Bay,House,2 Bedrooms,650.0,34,274,2018-06-30
42803,Greater Sydney,Middle Ring,Canada Bay,House,3 Bedrooms,767.5,100,807,2018-06-30
42804,Greater Sydney,Middle Ring,Canada Bay,House,4 or more Bedrooms,1125.0,50,371,2018-06-30
42805,Greater Sydney,Middle Ring,Canada Bay,Other,Total,560.0,58,977,2018-06-30
42806,Greater Sydney,Middle Ring,Canada Bay,Other,Bedsitter,,,,2018-06-30
42807,Greater Sydney,Middle Ring,Canada Bay,Other,1 Bedroom,415.0,s,116,2018-06-30
42808,Greater Sydney,Middle Ring,Canada Bay,Other,Not Specified,530.0,s,381,2018-06-30
42809,Greater Sydney,Middle Ring,Canada Bay,Other,2 Bedrooms,580.0,s,296,2018-06-30
42810,Greater Sydney,Middle Ring,Canada Bay,Other,3 Bedrooms,720.0,s,151,2018-06-30
42811,Greater Sydney,Middle Ring,Canada Bay,Other,4 or more Bedrooms,,,s,2018-06-30
42812,Greater Sydney,Middle Ring,Canada Bay,Townhouse,Total,720.0,74,899,2018-06-30
42813,Greater Sydney,Middle Ring,Canada Bay,Townhouse,Bedsitter,,,,2018-06-30
42814,Greater Sydney,Middle Ring,Canada Bay,Townhouse,1 Bedroom,,,58,2018-06-30
42815,Greater Sydney,Middle Ring,Canada Bay,Townhouse,Not Specified,,,s,2018-06-30
42816,Greater Sydney,Middle Ring,Canada Bay,Townhouse,2 Bedrooms,675.0,35,465,2018-06-30
42817,Greater Sydney,Middle Ring,Canada Bay,Townhouse,3 Bedrooms,765.0,31,313,2018-06-30
42818,Greater Sydney,Middle Ring,Canada Bay,Townhouse,4 or more Bedrooms,,,34,2018-06-30
42819,Greater Sydney,Middle Ring,Canada Bay,Flat/Unit,Total,597.5,854,7699,2018-06-30
42820,Greater Sydney,Middle Ring,Canada Bay,Flat/Unit,Bedsitter,,,s,2018-06-30
42821,Greater Sydney,Middle Ring,Canada Bay,Flat/Unit,1 Bedroom,540.0,227,1588,2018-06-30
42822,Greater Sydney,Middle Ring,Canada Bay,Flat/Unit,Not Specified,520.0,s,400,2018-06-30
42823,Greater Sydney,Middle Ring,Canada Bay,Flat/Unit,2 Bedrooms,630.0,494,4565,2018-06-30
42824,Greater Sydney,Middle Ring,Canada Bay,Flat/Unit,3 Bedrooms,850.0,120,1092,2018-06-30
42825,Greater Sydney,Middle Ring,Canada Bay,Flat/Unit,4 or more Bedrooms,,,37,2018-06-30
42833,Greater Sydney,Middle Ring,Canterbury-Bankstown,House,Total,570.0,775,8317,2018-06-30
42834,Greater Sydney,Middle Ring,Canterbury-Bankstown,House,Bedsitter,,,s,2018-06-30
42835,Greater Sydney,Middle Ring,Canterbury-Bankstown,House,1 Bedroom,350.0,s,75,2018-06-30
42836,Greater Sydney,Middle Ring,Canterbury-Bankstown,House,Not Specified,585.0,56,524,2018-06-30
42837,Greater Sydney,Middle Ring,Canterbury-Bankstown,House,2 Bedrooms,460.0,134,1230,2018-06-30
42838,Greater Sydney,Middle Ring,Canterbury-Bankstown,House,3 Bedrooms,550.0,331,4340,2018-06-30
42839,Greater Sydney,Middle Ring,Canterbury-Bankstown,House,4 or more Bedrooms,680.0,236,2126,2018-06-30
42840,Greater Sydney,Middle Ring,Canterbury-Bankstown,Other,Total,470.0,314,5617,2018-06-30
42841,Greater Sydney,Middle Ring,Canterbury-Bankstown,Other,Bedsitter,,,71,2018-06-30
42842,Greater Sydney,Middle Ring,Canterbury-Bankstown,Other,1 Bedroom,287.5,40,381,2018-06-30
42843,Greater Sydney,Middle Ring,Canterbury-Bankstown,Other,Not Specified,475.0,131,2396,2018-06-30
42844,Greater Sydney,Middle Ring,Canterbury-Bankstown,Other,2 Bedrooms,445.0,66,1589,2018-06-30
42845,Greater Sydney,Middle Ring,Canterbury-Bankstown,Other,3 Bedrooms,520.0,48,751,2018-06-30
42846,Greater Sydney,Middle Ring,Canterbury-Bankstown,Other,4 or more Bedrooms,700.0,s,429,2018-06-30
42847,Greater Sydney,Middle Ring,Canterbury-Bankstown,Townhouse,Total,600.0,287,3165,2018-06-30
42848,Greater Sydney,Middle Ring,Canterbury-Bankstown,Townhouse,Bedsitter,,,,2018-06-30
42849,Greater Sydney,Middle Ring,Canterbury-Bankstown,Townhouse,1 Bedroom,,,52,2018-06-30
42850,Greater Sydney,Middle Ring,Canterbury-Bankstown,Townhouse,Not Specified,690.0,s,158,2018-06-30
42851,Greater Sydney,Middle Ring,Canterbury-Bankstown,Townhouse,2 Bedrooms,480.0,69,750,2018-06-30
42852,Greater Sydney,Middle Ring,Canterbury-Bankstown,Townhouse,3 Bedrooms,570.0,106,1262,2018-06-30
42853,Greater Sydney,Middle Ring,Canterbury-Bankstown,Townhouse,4 or more Bedrooms,710.0,91,940,2018-06-30
42854,Greater Sydney,Middle Ring,Canterbury-Bankstown,Flat/Unit,Total,430.0,1522,14456,2018-06-30
42855,Greater Sydney,Middle Ring,Canterbury-Bankstown,Flat/Unit,Bedsitter,322.5,s,111,2018-06-30
42856,Greater Sydney,Middle Ring,Canterbury-Bankstown,Flat/Unit,1 Bedroom,390.0,233,1637,2018-06-30
42857,Greater Sydney,Middle Ring,Canterbury-Bankstown,Flat/Unit,Not Specified,430.0,90,841,2018-06-30
42858,Greater Sydney,Middle Ring,Canterbury-Bankstown,Flat/Unit,2 Bedrooms,430.0,1084,10826,2018-06-30
42859,Greater Sydney,Middle Ring,Canterbury-Bankstown,Flat/Unit,3 Bedrooms,520.0,95,970,2018-06-30
42860,Greater Sydney,Middle Ring,Canterbury-Bankstown,Flat/Unit,4 or more Bedrooms,,,71,2018-06-30
42868,Greater Sydney,Middle Ring,Cumberland,House,Total,520.0,569,6318,2018-06-30
42869,Greater Sydney,Middle Ring,Cumberland,House,Bedsitter,,,,2018-06-30
42870,Greater Sydney,Middle Ring,Cumberland,House,1 Bedroom,310.0,s,84,2018-06-30
42871,Greater Sydney,Middle Ring,Cumberland,House,Not Specified,520.0,s,332,2018-06-30
42872,Greater Sydney,Middle Ring,Cumberland,House,2 Bedrooms,420.0,93,910,2018-06-30
42873,Greater Sydney,Middle Ring,Cumberland,House,3 Bedrooms,500.0,292,3508,2018-06-30
42874,Greater Sydney,Middle Ring,Cumberland,House,4 or more Bedrooms,650.0,142,1480,2018-06-30
42875,Greater Sydney,Middle Ring,Cumberland,Other,Total,450.0,183,3336,2018-06-30
42876,Greater Sydney,Middle Ring,Cumberland,Other,Bedsitter,,,67,2018-06-30
42877,Greater Sydney,Middle Ring,Cumberland,Other,1 Bedroom,297.5,s,301,2018-06-30
42878,Greater Sydney,Middle Ring,Cumberland,Other,Not Specified,477.5,44,939,2018-06-30
42879,Greater Sydney,Middle Ring,Cumberland,Other,2 Bedrooms,430.0,66,1073,2018-06-30
42880,Greater Sydney,Middle Ring,Cumberland,Other,3 Bedrooms,500.0,s,713,2018-06-30
42881,Greater Sydney,Middle Ring,Cumberland,Other,4 or more Bedrooms,650.0,s,243,2018-06-30
42882,Greater Sydney,Middle Ring,Cumberland,Townhouse,Total,540.0,213,2428,2018-06-30
42883,Greater Sydney,Middle Ring,Cumberland,Townhouse,Bedsitter,,,,2018-06-30
42884,Greater Sydney,Middle Ring,Cumberland,Townhouse,1 Bedroom,,,70,2018-06-30
42885,Greater Sydney,Middle Ring,Cumberland,Townhouse,Not Specified,585.0,s,113,2018-06-30
42886,Greater Sydney,Middle Ring,Cumberland,Townhouse,2 Bedrooms,430.0,60,658,2018-06-30
42887,Greater Sydney,Middle Ring,Cumberland,Townhouse,3 Bedrooms,550.0,89,1126,2018-06-30
42888,Greater Sydney,Middle Ring,Cumberland,Townhouse,4 or more Bedrooms,650.0,47,456,2018-06-30
42889,Greater Sydney,Middle Ring,Cumberland,Flat/Unit,Total,440.0,1124,10801,2018-06-30
42890,Greater Sydney,Middle Ring,Cumberland,Flat/Unit,Bedsitter,,,56,2018-06-30
42891,Greater Sydney,Middle Ring,Cumberland,Flat/Unit,1 Bedroom,390.0,119,928,2018-06-30
42892,Greater Sydney,Middle Ring,Cumberland,Flat/Unit,Not Specified,430.0,47,596,2018-06-30
42893,Greater Sydney,Middle Ring,Cumberland,Flat/Unit,2 Bedrooms,440.0,831,8017,2018-06-30
42894,Greater Sydney,Middle Ring,Cumberland,Flat/Unit,3 Bedrooms,550.0,116,1156,2018-06-30
42895,Greater Sydney,Middle Ring,Cumberland,Flat/Unit,4 or more Bedrooms,,,48,2018-06-30
42903,Greater Sydney,Middle Ring,Georges River,House,Total,630.0,288,3067,2018-06-30
42904,Greater Sydney,Middle Ring,Georges River,House,Bedsitter,,,,2018-06-30
42905,Greater Sydney,Middle Ring,Georges River,House,1 Bedroom,,,53,2018-06-30
42906,Greater Sydney,Middle Ring,Georges River,House,Not Specified,,,154,2018-06-30
42907,Greater Sydney,Middle Ring,Georges River,House,2 Bedrooms,505.0,44,569,2018-06-30
42908,Greater Sydney,Middle Ring,Georges River,House,3 Bedrooms,610.0,147,1550,2018-06-30
42909,Greater Sydney,Middle Ring,Georges River,House,4 or more Bedrooms,750.0,91,735,2018-06-30
42910,Greater Sydney,Middle Ring,Georges River,Other,Total,550.0,68,2222,2018-06-30
42911,Greater Sydney,Middle Ring,Georges River,Other,Bedsitter,,,s,2018-06-30
42912,Greater Sydney,Middle Ring,Georges River,Other,1 Bedroom,,,150,2018-06-30
42913,Greater Sydney,Middle Ring,Georges River,Other,Not Specified,550.0,s,1058,2018-06-30
42914,Greater Sydney,Middle Ring,Georges River,Other,2 Bedrooms,505.0,s,591,2018-06-30
42915,Greater Sydney,Middle Ring,Georges River,Other,3 Bedrooms,620.0,s,327,2018-06-30
42916,Greater Sydney,Middle Ring,Georges River,Other,4 or more Bedrooms,,,80,2018-06-30
42917,Greater Sydney,Middle Ring,Georges River,Townhouse,Total,600.0,71,852,2018-06-30
42918,Greater Sydney,Middle Ring,Georges River,Townhouse,Bedsitter,,,,2018-06-30
42919,Greater Sydney,Middle Ring,Georges River,Townhouse,1 Bedroom,,,s,2018-06-30
42920,Greater Sydney,Middle Ring,Georges River,Townhouse,Not Specified,,,36,2018-06-30
42921,Greater Sydney,Middle Ring,Georges River,Townhouse,2 Bedrooms,500.0,s,238,2018-06-30
42922,Greater Sydney,Middle Ring,Georges River,Townhouse,3 Bedrooms,615.0,32,438,2018-06-30
42923,Greater Sydney,Middle Ring,Georges River,Townhouse,4 or more Bedrooms,820.0,s,120,2018-06-30
42924,Greater Sydney,Middle Ring,Georges River,Flat/Unit,Total,500.0,771,8304,2018-06-30
42925,Greater Sydney,Middle Ring,Georges River,Flat/Unit,Bedsitter,,,34,2018-06-30
42926,Greater Sydney,Middle Ring,Georges River,Flat/Unit,1 Bedroom,400.0,98,999,2018-06-30
42927,Greater Sydney,Middle Ring,Georges River,Flat/Unit,Not Specified,507.5,s,313,2018-06-30
42928,Greater Sydney,Middle Ring,Georges River,Flat/Unit,2 Bedrooms,495.0,543,5739,2018-06-30
42929,Greater Sydney,Middle Ring,Georges River,Flat/Unit,3 Bedrooms,610.0,105,1169,2018-06-30
42930,Greater Sydney,Middle Ring,Georges River,Flat/Unit,4 or more Bedrooms,,,50,2018-06-30
42938,Greater Sydney,Middle Ring,Hunters Hill,House,Total,975.0,s,266,2018-06-30
42939,Greater Sydney,Middle Ring,Hunters Hill,House,1 Bedroom,,,,2018-06-30
42940,Greater Sydney,Middle Ring,Hunters Hill,House,Not Specified,,,s,2018-06-30
42941,Greater Sydney,Middle Ring,Hunters Hill,House,2 Bedrooms,,,31,2018-06-30
42942,Greater Sydney,Middle Ring,Hunters Hill,House,3 Bedrooms,,,125,2018-06-30
42943,Greater Sydney,Middle Ring,Hunters Hill,House,4 or more Bedrooms,,,89,2018-06-30
42944,Greater Sydney,Middle Ring,Hunters Hill,Other,Total,,,70,2018-06-30
42945,Greater Sydney,Middle Ring,Hunters Hill,Other,Bedsitter,,,,2018-06-30
42946,Greater Sydney,Middle Ring,Hunters Hill,Other,1 Bedroom,,,,2018-06-30
42947,Greater Sydney,Middle Ring,Hunters Hill,Other,Not Specified,,,32,2018-06-30
42948,Greater Sydney,Middle Ring,Hunters Hill,Other,2 Bedrooms,,,s,2018-06-30
42949,Greater Sydney,Middle Ring,Hunters Hill,Other,3 Bedrooms,,,s,2018-06-30
42950,Greater Sydney,Middle Ring,Hunters Hill,Other,4 or more Bedrooms,,,,2018-06-30
42951,Greater Sydney,Middle Ring,Hunters Hill,Townhouse,Total,,,66,2018-06-30
42952,Greater Sydney,Middle Ring,Hunters Hill,Townhouse,1 Bedroom,,,,2018-06-30
42953,Greater Sydney,Middle Ring,Hunters Hill,Townhouse,Not Specified,,,,2018-06-30
42954,Greater Sydney,Middle Ring,Hunters Hill,Townhouse,2 Bedrooms,,,s,2018-06-30
42955,Greater Sydney,Middle Ring,Hunters Hill,Townhouse,3 Bedrooms,,,s,2018-06-30
42956,Greater Sydney,Middle Ring,Hunters Hill,Townhouse,4 or more Bedrooms,,,s,2018-06-30
42957,Greater Sydney,Middle Ring,Hunters Hill,Flat/Unit,Total,550.0,72,504,2018-06-30
42958,Greater Sydney,Middle Ring,Hunters Hill,Flat/Unit,Bedsitter,,,s,2018-06-30
42959,Greater Sydney,Middle Ring,Hunters Hill,Flat/Unit,1 Bedroom,470.0,s,122,2018-06-30
42960,Greater Sydney,Middle Ring,Hunters Hill,Flat/Unit,Not Specified,,,s,2018-06-30
42961,Greater Sydney,Middle Ring,Hunters Hill,Flat/Unit,2 Bedrooms,627.5,36,264,2018-06-30
42962,Greater Sydney,Middle Ring,Hunters Hill,Flat/Unit,3 Bedrooms,,,65,2018-06-30
42963,Greater Sydney,Middle Ring,Hunters Hill,Flat/Unit,4 or more Bedrooms,,,,2018-06-30
42971,Greater Sydney,Middle Ring,Ku-Ring-Gai,House,Total,1000.0,278,2475,2018-06-30
42972,Greater Sydney,Middle Ring,Ku-Ring-Gai,House,Bedsitter,,,,2018-06-30
42973,Greater Sydney,Middle Ring,Ku-Ring-Gai,House,1 Bedroom,,,s,2018-06-30
42974,Greater Sydney,Middle Ring,Ku-Ring-Gai,House,Not Specified,,,103,2018-06-30
